title,currency,value,status
deal_2195,EUR,62.9,open
deal_2196,GBP,455.85,deleted
deal_2197,GBP,377.35,lost
deal_2198,GBP,314.01,open
deal_2199,GBP,337.85,lost
deal_2200,EUR,496.33,lost
deal_2201,GBP,238.58,won
deal_2202,USD,653.61,deleted
deal_2203,GBP,997.48,lost
deal_2204,GBP,756.49,open
deal_2205,GBP,312.81,lost
deal_2206,GBP,574.26,deleted
deal_2207,USD,894.48,deleted
deal_2208,USD,111.69,lost
deal_2209,GBP,758.98,deleted
deal_2210,USD,780.64,won
deal_2211,EUR,189.96,won
deal_2212,EUR,253.41,deleted
deal_2213,GBP,666.11,lost
deal_2214,EUR,964.05,won
deal_2215,GBP,35.3,deleted
deal_2216,USD,563.89,won
deal_2217,EUR,805.15,open
deal_2218,USD,223.3,deleted
deal_2219,GBP,666.21,won
deal_2220,GBP,562.8,deleted
deal_2221,USD,932.6,won
deal_2222,GBP,838.86,open
deal_2223,EUR,364.7,lost
deal_2224,GBP,861.85,won
deal_2225,GBP,104.61,lost
deal_2226,GBP,17.75,lost
deal_2227,USD,825.38,open
deal_2228,EUR,233.55,won
deal_2229,USD,477.65,deleted
deal_2230,EUR,498.21,lost
deal_2231,USD,504.87,lost
deal_2232,EUR,900.28,open
deal_2233,EUR,877.93,deleted
deal_2234,GBP,397.97,lost
deal_2235,EUR,164.5,lost
deal_2236,GBP,88.95,open
deal_2237,USD,979.85,deleted
deal_2238,GBP,840.97,open
deal_2239,USD,981.59,open
deal_2240,USD,6.78,deleted
deal_2241,GBP,301.92,open
deal_2242,GBP,136.04,open
deal_2243,GBP,982.37,deleted
deal_2244,USD,422.83,open
deal_2245,GBP,781.65,deleted
deal_2246,EUR,4.88,open
deal_2247,GBP,675.14,open
deal_2248,EUR,901.87,lost
deal_2249,GBP,71.8,lost
deal_2250,EUR,680.27,open
deal_2251,GBP,504.19,won
deal_2252,EUR,525.97,lost
deal_2253,GBP,793.99,won
deal_2254,GBP,889.51,won
deal_2255,GBP,93.25,lost
deal_2256,GBP,802.27,open
deal_2257,GBP,129.64,open
deal_2258,USD,526.67,lost
deal_2259,USD,345.41,open
deal_2260,USD,89.53,lost
deal_2261,USD,956.79,deleted
deal_2262,EUR,576.53,deleted
deal_2263,GBP,847.04,won
deal_2264,GBP,997.59,lost
deal_2265,USD,689.37,open
deal_2266,GBP,690.58,won
deal_2267,GBP,696.07,open
deal_2268,USD,46.12,won
deal_2269,EUR,693.52,deleted
deal_2270,USD,819.74,deleted
deal_2271,USD,730.73,deleted
deal_2272,USD,620.04,deleted
deal_2273,EUR,352.18,lost
deal_2274,GBP,875.03,open
deal_2275,EUR,237.11,won
deal_2276,GBP,609.81,deleted
deal_2277,GBP,707.04,won
deal_2278,EUR,223.98,deleted
deal_2279,USD,188.13,deleted
deal_2280,USD,384.89,won
deal_2281,EUR,339.76,lost
deal_2282,USD,842.48,deleted
deal_2283,USD,480.91,deleted
deal_2284,GBP,303.46,won
deal_2285,GBP,598.63,won
deal_2286,EUR,510.18,lost
deal_2287,GBP,959.51,won
deal_2288,EUR,1.13,open
deal_2289,USD,756.9,open
deal_2290,USD,354.49,deleted
deal_2291,EUR,826.77,open
deal_2292,USD,277.32,open
deal_2293,EUR,125.82,deleted
deal_2294,GBP,767.22,deleted
deal_2295,USD,858.22,open
deal_2296,GBP,324.04,lost
deal_2297,USD,882.79,lost
deal_2298,GBP,64.23,lost
deal_2299,USD,134.17,open
deal_2300,USD,506.33,won
deal_2301,USD,850.5,open
deal_2302,USD,653.87,open
deal_2303,USD,663.06,deleted
deal_2304,USD,910.82,deleted
deal_2305,USD,64.33,won
deal_2306,EUR,774.91,lost
deal_2307,USD,285.95,lost
deal_2308,USD,798.99,open
deal_2309,EUR,243.2,lost
deal_2310,GBP,884.53,won
deal_2311,EUR,63.37,open
deal_2312,USD,227.21,lost
deal_2313,USD,885.03,lost
deal_2314,EUR,795.39,lost
deal_2315,GBP,943.57,open
deal_2316,EUR,714.33,open
deal_2317,USD,291.27,won
deal_2318,USD,38.83,open
deal_2319,GBP,426.22,deleted
deal_2320,EUR,373.95,deleted
deal_2321,EUR,506.25,lost
deal_2322,USD,565.22,won
deal_2323,EUR,12.77,won
deal_2324,USD,158.67,deleted
deal_2325,GBP,827.21,lost
deal_2326,EUR,484.51,won
deal_2327,EUR,146.97,lost
deal_2328,GBP,52.17,open
deal_2329,GBP,257.25,won
deal_2330,GBP,582.69,open
deal_2331,GBP,183.2,deleted
deal_2332,USD,434.85,won
deal_2333,GBP,536.79,deleted
deal_2334,USD,448.92,lost
deal_2335,USD,832.44,won
deal_2336,EUR,25.74,deleted
deal_2337,EUR,738.16,lost
deal_2338,USD,903.7,won
deal_2339,EUR,586.23,deleted
deal_2340,EUR,992.3,won
deal_2341,USD,561.59,deleted
deal_2342,GBP,323.36,deleted
deal_2343,USD,868.57,deleted
deal_2344,GBP,859.29,open
deal_2345,EUR,414.62,open
deal_2346,USD,747.07,deleted
deal_2347,EUR,334.06,lost
deal_2348,EUR,598.54,won
deal_2349,USD,848.24,deleted
deal_2350,EUR,811.43,lost
deal_2351,USD,738.09,deleted
deal_2352,GBP,344.93,won
deal_2353,USD,561.27,deleted
deal_2354,GBP,579.35,deleted
deal_2355,USD,663.0,won
deal_2356,EUR,878.4,won
deal_2357,USD,773.86,lost
deal_2358,USD,598.37,open
deal_2359,EUR,849.12,lost
deal_2360,USD,134.17,lost
deal_2361,GBP,250.51,lost
deal_2362,USD,350.36,won
deal_2363,GBP,107.79,deleted
deal_2364,EUR,272.09,lost
deal_2365,EUR,556.34,won
deal_2366,USD,948.41,lost
deal_2367,EUR,407.23,open
deal_2368,GBP,682.6,won
deal_2369,GBP,329.37,open
deal_2370,USD,192.17,deleted
deal_2371,USD,839.37,open
deal_2372,USD,72.67,won
deal_2373,USD,898.28,deleted
deal_2374,EUR,214.88,won
deal_2375,EUR,480.12,won
deal_2376,USD,842.87,deleted
deal_2377,EUR,654.92,open
deal_2378,USD,200.53,lost
deal_2379,USD,712.57,deleted
deal_2380,GBP,678.76,won
deal_2381,USD,119.18,open
deal_2382,GBP,704.94,won
deal_2383,EUR,87.1,deleted
deal_2384,EUR,251.69,deleted
deal_2385,USD,388.18,won
deal_2386,USD,15.11,open
deal_2387,USD,486.59,deleted
deal_2388,EUR,779.95,deleted
deal_2389,GBP,720.69,won
deal_2390,GBP,726.1,lost
deal_2391,GBP,162.99,lost
deal_2392,GBP,787.74,won
deal_2393,USD,48.93,lost
deal_2394,USD,70.81,open
deal_2395,EUR,207.49,open
deal_2396,USD,804.08,open
deal_2397,GBP,477.64,lost
deal_2398,EUR,981.85,lost
deal_2399,GBP,201.68,won
deal_2400,EUR,167.94,lost
deal_2401,USD,488.0,deleted
deal_2402,EUR,739.19,open
deal_2403,EUR,574.98,won
deal_2404,GBP,83.1,open
deal_2405,GBP,660.63,lost
deal_2406,USD,234.55,deleted
deal_2407,GBP,283.77,lost
deal_2408,EUR,865.39,won
deal_2409,USD,891.28,won
deal_2410,USD,340.41,open
deal_2411,EUR,812.27,won
deal_2412,EUR,383.85,open
deal_2413,USD,597.56,lost
deal_2414,USD,745.72,won
deal_2415,EUR,518.65,deleted
deal_2416,GBP,585.61,open
deal_2417,GBP,653.69,open
deal_2418,GBP,693.84,won
deal_2419,GBP,214.67,lost
deal_2420,USD,31.23,won
deal_2421,USD,85.92,deleted
deal_2422,GBP,936.3,deleted
deal_2423,EUR,473.96,deleted
deal_2424,USD,205.05,won
deal_2425,EUR,166.56,deleted
deal_2426,USD,614.04,open
deal_2427,USD,485.65,lost
deal_2428,GBP,288.24,deleted
deal_2429,GBP,38.56,deleted
deal_2430,EUR,54.7,open
deal_2431,EUR,352.94,deleted
deal_2432,EUR,473.23,deleted
deal_2433,USD,974.51,lost
deal_2434,USD,185.36,open
deal_2435,EUR,990.27,open
deal_2436,EUR,239.14,lost
deal_2437,GBP,100.39,lost
deal_2438,USD,880.41,open
deal_2439,EUR,832.72,open
deal_2440,GBP,752.84,open
deal_2441,GBP,523.38,open
deal_2442,USD,659.54,open
deal_2443,EUR,777.21,open
deal_2444,USD,446.96,lost
deal_2445,USD,139.09,open
deal_2446,EUR,397.05,open
deal_2447,USD,69.92,deleted
deal_2448,GBP,868.2,won
deal_2449,GBP,695.82,open
deal_2450,USD,505.24,open
deal_2451,EUR,751.42,open
deal_2452,USD,896.72,lost
deal_2453,USD,295.67,lost
deal_2454,EUR,446.6,open
deal_2455,GBP,463.79,won
deal_2456,EUR,897.44,won
deal_2457,EUR,454.25,deleted
deal_2458,GBP,691.43,deleted
deal_2459,EUR,783.09,open
deal_2460,EUR,190.24,open
deal_2461,EUR,862.12,lost
deal_2462,EUR,264.16,open
deal_2463,GBP,162.62,open
deal_2464,EUR,514.92,won
deal_2465,EUR,733.71,won
deal_2466,EUR,13.7,open
deal_2467,USD,369.01,open
deal_2468,USD,40.59,deleted
deal_2469,GBP,966.54,open
deal_2470,GBP,722.92,open
deal_2471,GBP,939.12,deleted
deal_2472,USD,565.32,open
deal_2473,EUR,366.04,deleted
deal_2474,USD,218.44,lost
deal_2475,GBP,246.17,won
deal_2476,GBP,487.86,lost
deal_2477,USD,311.48,open
deal_2478,USD,265.7,open
deal_2479,EUR,30.91,deleted
deal_2480,USD,459.15,won
deal_2481,EUR,436.83,lost
deal_2482,GBP,587.28,won
deal_2483,EUR,397.58,deleted
deal_2484,USD,63.04,lost
deal_2485,USD,366.13,lost
deal_2486,GBP,680.52,open
deal_2487,GBP,566.04,open
deal_2488,USD,147.46,deleted
deal_2489,EUR,161.13,open
deal_2490,GBP,526.33,deleted
deal_2491,USD,56.78,lost
deal_2492,USD,769.0,lost
deal_2493,GBP,673.42,open
deal_2494,EUR,808.13,open
deal_2495,USD,794.36,lost
deal_2496,EUR,299.54,deleted
deal_2497,USD,919.51,won
deal_2498,GBP,473.21,deleted
deal_2499,USD,352.12,lost
deal_2500,EUR,112.52,deleted
deal_2501,GBP,861.62,deleted
deal_2502,USD,157.01,won
deal_2503,USD,914.5,open
deal_2504,USD,262.41,lost
deal_2505,EUR,96.08,lost
deal_2506,EUR,376.39,lost
deal_2507,GBP,500.52,deleted
deal_2508,GBP,579.69,lost
deal_2509,EUR,18.92,lost
deal_2510,GBP,161.08,won
deal_2511,USD,924.29,open
deal_2512,GBP,738.94,lost
deal_2513,EUR,669.76,lost
deal_2514,USD,597.12,deleted
deal_2515,GBP,932.23,deleted
deal_2516,USD,227.42,won
deal_2517,USD,821.78,lost
deal_2518,EUR,717.99,open
deal_2519,EUR,62.06,lost
deal_2520,EUR,756.22,lost
deal_2521,GBP,301.37,deleted
deal_2522,EUR,892.18,lost
deal_2523,EUR,227.98,won
deal_2524,GBP,353.22,deleted
deal_2525,EUR,876.82,deleted
deal_2526,EUR,346.1,deleted
deal_2527,USD,338.52,open
deal_2528,GBP,306.73,open
deal_2529,USD,52.2,deleted
deal_2530,GBP,665.11,deleted
deal_2531,EUR,66.56,lost
deal_2532,USD,911.0,won
deal_2533,GBP,722.63,won
deal_2534,EUR,437.48,lost
deal_2535,GBP,147.55,open
deal_2536,USD,70.1,won
deal_2537,EUR,578.3,deleted
deal_2538,EUR,751.7,open
deal_2539,USD,109.29,deleted
deal_2540,USD,987.21,open
deal_2541,EUR,472.94,lost
deal_2542,USD,192.4,deleted
deal_2543,EUR,825.89,won
deal_2544,EUR,622.71,lost
deal_2545,USD,770.66,deleted
deal_2546,GBP,358.4,deleted
deal_2547,USD,46.18,open
deal_2548,GBP,599.46,open
deal_2549,USD,145.8,open
deal_2550,EUR,170.72,won
deal_2551,EUR,808.53,lost
deal_2552,USD,742.86,open
deal_2553,GBP,639.29,lost
deal_2554,GBP,500.92,deleted
deal_2555,GBP,486.48,open
deal_2556,USD,936.72,lost
deal_2557,GBP,663.76,deleted
deal_2558,GBP,91.11,open
deal_2559,GBP,607.45,lost
deal_2560,EUR,752.53,deleted
deal_2561,USD,788.51,deleted
deal_2562,EUR,875.33,open
deal_2563,GBP,558.38,won
deal_2564,USD,599.15,open
deal_2565,GBP,212.75,open
deal_2566,GBP,457.67,won
deal_2567,USD,374.27,won
deal_2568,EUR,710.82,lost
deal_2569,EUR,269.7,deleted
deal_2570,GBP,543.57,open
deal_2571,GBP,126.15,lost
deal_2572,EUR,545.05,lost
deal_2573,EUR,471.91,open
deal_2574,USD,512.61,open
deal_2575,GBP,542.22,lost
deal_2576,USD,798.54,open
deal_2577,GBP,56.69,lost
deal_2578,USD,441.81,open
deal_2579,EUR,972.57,lost
deal_2580,USD,10.53,deleted
deal_2581,USD,162.05,won
deal_2582,EUR,617.81,lost
deal_2583,GBP,136.98,won
deal_2584,USD,505.03,open
deal_2585,USD,686.87,open
deal_2586,USD,174.62,open
deal_2587,GBP,548.57,open
deal_2588,GBP,787.46,deleted
deal_2589,USD,990.2,won
deal_2590,USD,896.63,lost
deal_2591,GBP,820.06,won
deal_2592,EUR,738.93,lost
deal_2593,USD,735.85,open
deal_2594,GBP,378.25,lost
deal_2595,GBP,316.3,open
deal_2596,EUR,388.4,open
deal_2597,GBP,450.29,open
deal_2598,EUR,582.67,won
deal_2599,USD,827.18,deleted
deal_2600,EUR,490.27,deleted
deal_2601,EUR,375.25,won
deal_2602,EUR,820.78,deleted
deal_2603,EUR,994.73,lost
deal_2604,EUR,620.47,deleted
deal_2605,USD,138.55,won
deal_2606,EUR,62.34,open
deal_2607,GBP,243.17,open
deal_2608,USD,408.2,won
deal_2609,EUR,514.86,won
deal_2610,GBP,83.92,lost
deal_2611,EUR,818.72,open
deal_2612,EUR,225.29,deleted
deal_2613,GBP,329.76,lost
deal_2614,USD,809.75,lost
deal_2615,USD,583.08,lost
deal_2616,EUR,228.84,lost
deal_2617,GBP,218.0,open
deal_2618,EUR,567.77,deleted
deal_2619,EUR,843.4,won
deal_2620,USD,658.31,open
deal_2621,USD,217.86,open
deal_2622,EUR,256.36,deleted
deal_2623,GBP,532.5,lost
deal_2624,EUR,679.37,lost
deal_2625,GBP,561.89,open
deal_2626,USD,371.67,lost
deal_2627,GBP,799.34,lost
deal_2628,USD,272.03,lost
deal_2629,GBP,170.41,lost
deal_2630,USD,354.48,won
deal_2631,GBP,350.04,lost
deal_2632,USD,561.52,won
deal_2633,GBP,648.92,lost
deal_2634,USD,953.23,open
deal_2635,GBP,272.59,won
deal_2636,USD,276.29,deleted
deal_2637,USD,812.3,won
deal_2638,EUR,693.81,open
deal_2639,EUR,149.02,lost
deal_2640,USD,270.82,won
deal_2641,EUR,333.4,won
deal_2642,GBP,527.75,won
deal_2643,GBP,935.79,deleted
deal_2644,USD,730.55,open
deal_2645,GBP,102.51,deleted
deal_2646,USD,273.25,open
deal_2647,GBP,829.29,lost
deal_2648,GBP,525.85,won
deal_2649,EUR,494.9,won
deal_2650,GBP,656.12,open
deal_2651,GBP,172.12,open
deal_2652,GBP,880.16,open
deal_2653,USD,948.23,open
deal_2654,GBP,834.09,deleted
deal_2655,GBP,517.57,lost
deal_2656,EUR,215.25,deleted
deal_2657,USD,921.01,won
deal_2658,USD,568.11,won
deal_2659,GBP,662.66,lost
deal_2660,USD,891.63,open
deal_2661,EUR,285.04,won
deal_2662,EUR,432.27,won
deal_2663,USD,455.11,deleted
deal_2664,USD,875.5,won
deal_2665,USD,448.08,won
deal_2666,EUR,674.92,open
deal_2667,EUR,202.28,lost
deal_2668,USD,155.88,open
deal_2669,GBP,741.36,deleted
deal_2670,GBP,478.31,deleted
deal_2671,GBP,812.92,won
deal_2672,GBP,24.45,deleted
deal_2673,GBP,619.44,open
deal_2674,GBP,653.24,open
deal_2675,USD,996.42,open
deal_2676,EUR,604.18,won
deal_2677,USD,680.01,lost
deal_2678,USD,556.85,deleted
deal_2679,USD,936.05,open
deal_2680,GBP,104.71,open
deal_2681,GBP,469.72,lost
deal_2682,GBP,46.08,lost
deal_2683,EUR,747.72,lost
deal_2684,GBP,591.63,won
deal_2685,USD,882.72,deleted
deal_2686,EUR,677.98,deleted
deal_2687,EUR,627.42,won
deal_2688,EUR,674.0,open
deal_2689,GBP,810.66,lost
deal_2690,EUR,593.78,open
deal_2691,GBP,590.52,deleted
deal_2692,USD,829.38,lost
deal_2693,GBP,37.2,won
deal_2694,GBP,917.4,won
deal_2695,EUR,413.95,lost
deal_2696,USD,729.32,won
deal_2697,GBP,122.06,open
deal_2698,USD,942.1,deleted
deal_2699,EUR,570.05,deleted
deal_2700,GBP,645.32,deleted
deal_2701,USD,477.67,lost
deal_2702,GBP,589.25,lost
deal_2703,EUR,716.27,won
deal_2704,EUR,331.58,open
deal_2705,EUR,183.05,open
deal_2706,EUR,806.28,lost
deal_2707,GBP,654.08,deleted
deal_2708,GBP,35.78,won
deal_2709,GBP,180.35,won
deal_2710,USD,223.95,lost
deal_2711,GBP,135.23,lost
deal_2712,EUR,286.63,won
deal_2713,GBP,41.93,lost
deal_2714,GBP,99.9,won
deal_2715,EUR,250.77,open
deal_2716,EUR,886.39,open
deal_2717,GBP,704.83,won
deal_2718,EUR,890.66,open
deal_2719,EUR,139.85,open
deal_2720,USD,573.48,deleted
deal_2721,USD,782.44,lost
deal_2722,GBP,123.9,deleted
deal_2723,USD,665.6,deleted
deal_2724,GBP,456.05,deleted
deal_2725,EUR,728.47,open
deal_2726,EUR,610.12,deleted
deal_2727,USD,736.55,won
deal_2728,GBP,208.52,open
deal_2729,GBP,494.36,won
deal_2730,GBP,868.98,lost
deal_2731,GBP,540.08,open
deal_2732,USD,283.09,lost
deal_2733,GBP,16.44,lost
deal_2734,EUR,798.83,won
deal_2735,EUR,181.24,lost
deal_2736,USD,184.15,open
deal_2737,EUR,973.75,open
deal_2738,EUR,885.67,deleted
deal_2739,EUR,568.98,won
deal_2740,GBP,710.93,open
deal_2741,GBP,378.36,won
deal_2742,EUR,572.6,deleted
deal_2743,USD,822.53,lost
deal_2744,GBP,383.63,lost
deal_2745,GBP,580.52,open
deal_2746,USD,573.67,won
deal_2747,USD,355.82,open
deal_2748,EUR,877.04,open
deal_2749,GBP,757.43,open
deal_2750,EUR,728.75,open
deal_2751,EUR,459.98,lost
deal_2752,EUR,443.29,lost
deal_2753,EUR,682.07,open
deal_2754,GBP,538.42,lost
deal_2755,GBP,493.34,lost
deal_2756,GBP,751.2,lost
deal_2757,GBP,696.77,won
deal_2758,GBP,392.87,deleted
deal_2759,GBP,238.91,open
deal_2760,GBP,54.05,open
deal_2761,GBP,907.93,open
deal_2762,EUR,926.55,lost
deal_2763,EUR,908.64,open
deal_2764,GBP,383.9,won
deal_2765,USD,710.79,deleted
deal_2766,USD,968.19,lost
deal_2767,EUR,236.74,open
deal_2768,GBP,182.88,deleted
deal_2769,USD,706.1,lost
deal_2770,GBP,571.44,deleted
deal_2771,USD,836.59,won
deal_2772,USD,420.52,won
deal_2773,GBP,867.62,open
deal_2774,EUR,543.64,deleted
deal_2775,EUR,998.09,deleted
deal_2776,EUR,169.53,lost
deal_2777,USD,107.46,deleted
deal_2778,USD,912.14,open
deal_2779,USD,909.58,open
deal_2780,USD,503.99,lost
deal_2781,EUR,2.23,open
deal_2782,USD,838.36,deleted
deal_2783,GBP,394.08,lost
deal_2784,EUR,404.77,lost
deal_2785,EUR,648.36,deleted
deal_2786,GBP,17.89,open
deal_2787,USD,460.58,open
deal_2788,USD,299.39,won
deal_2789,GBP,80.96,lost
deal_2790,GBP,163.69,lost
deal_2791,EUR,621.16,won
deal_2792,GBP,660.6,deleted
deal_2793,GBP,154.86,open
deal_2794,USD,724.27,lost
deal_2795,USD,0.33,open
deal_2796,GBP,616.35,open
deal_2797,EUR,222.81,won
deal_2798,USD,980.95,deleted
deal_2799,EUR,845.93,open
deal_2800,EUR,831.53,deleted
deal_2801,GBP,170.84,lost
deal_2802,EUR,746.79,lost
deal_2803,EUR,595.5,open
deal_2804,GBP,720.12,lost
deal_2805,EUR,27.63,open
deal_2806,USD,155.01,open
deal_2807,GBP,296.78,lost
deal_2808,USD,821.36,deleted
deal_2809,USD,153.17,open
deal_2810,USD,369.37,lost
deal_2811,EUR,649.95,won
deal_2812,GBP,715.35,deleted
deal_2813,USD,29.74,won
deal_2814,USD,929.78,lost
deal_2815,USD,152.22,open
deal_2816,USD,75.55,deleted
deal_2817,USD,548.86,won
deal_2818,EUR,702.09,won
deal_2819,GBP,559.43,open
deal_2820,EUR,139.73,deleted
deal_2821,EUR,404.74,lost
deal_2822,USD,385.39,won
deal_2823,GBP,7.04,open
deal_2824,USD,866.55,won
deal_2825,USD,46.8,deleted
deal_2826,USD,841.1,won
deal_2827,USD,408.36,deleted
deal_2828,USD,940.68,open
deal_2829,EUR,404.41,deleted
deal_2830,USD,702.2,lost
deal_2831,USD,844.01,won
deal_2832,USD,828.42,deleted
deal_2833,USD,209.0,lost
deal_2834,USD,984.34,deleted
deal_2835,USD,336.77,deleted
deal_2836,EUR,550.93,deleted
deal_2837,GBP,459.6,open
deal_2838,USD,526.18,won
deal_2839,GBP,570.68,deleted
deal_2840,GBP,47.56,open
deal_2841,EUR,781.99,deleted
deal_2842,EUR,250.01,deleted
deal_2843,EUR,233.0,open
deal_2844,EUR,994.32,open
deal_2845,USD,915.19,lost
deal_2846,EUR,608.74,open
deal_2847,EUR,872.79,won
deal_2848,USD,966.26,deleted
deal_2849,USD,475.86,deleted
deal_2850,USD,5.51,lost
deal_2851,USD,926.46,lost
deal_2852,USD,831.24,open
deal_2853,GBP,655.35,open
deal_2854,USD,748.95,open
deal_2855,USD,616.98,won
deal_2856,EUR,939.92,deleted
deal_2857,USD,312.82,won
deal_2858,EUR,516.88,lost
deal_2859,EUR,917.1,open
deal_2860,GBP,324.57,deleted
deal_2861,USD,214.13,open
deal_2862,USD,958.17,won
deal_2863,EUR,572.87,deleted
deal_2864,EUR,693.6,deleted
deal_2865,EUR,888.53,deleted
deal_2866,USD,961.53,open
deal_2867,USD,680.48,won
deal_2868,USD,753.79,deleted
deal_2869,EUR,374.42,lost
deal_2870,GBP,471.76,open
deal_2871,USD,384.67,deleted
deal_2872,USD,905.98,deleted
deal_2873,GBP,78.48,open
deal_2874,GBP,826.29,open
deal_2875,EUR,47.09,open
deal_2876,USD,423.43,deleted
deal_2877,USD,972.91,lost
deal_2878,GBP,50.28,won
deal_2879,USD,478.86,won
deal_2880,EUR,622.32,lost
deal_2881,GBP,686.25,lost
deal_2882,GBP,758.86,open
deal_2883,EUR,344.47,deleted
deal_2884,USD,744.48,deleted
deal_2885,GBP,832.86,lost
deal_2886,EUR,284.52,open
deal_2887,EUR,827.1,lost
deal_2888,USD,99.3,lost
deal_2889,GBP,332.35,lost
deal_2890,USD,661.54,open
deal_2891,EUR,717.02,lost
deal_2892,GBP,747.26,won
deal_2893,GBP,639.67,deleted
deal_2894,GBP,792.13,open
deal_2895,GBP,383.03,deleted
deal_2896,GBP,689.02,lost
deal_2897,GBP,630.94,open
deal_2898,USD,31.0,lost
deal_2899,EUR,846.65,deleted
deal_2900,USD,415.93,won
deal_2901,GBP,357.93,lost
deal_2902,EUR,358.66,lost
deal_2903,EUR,52.89,won
deal_2904,EUR,69.92,open
deal_2905,EUR,30.08,deleted
deal_2906,GBP,673.1,deleted
deal_2907,EUR,812.27,open
deal_2908,EUR,386.87,won
deal_2909,USD,488.65,lost
deal_2910,GBP,116.81,lost
deal_2911,USD,31.94,deleted
deal_2912,GBP,263.76,deleted
deal_2913,USD,794.71,deleted
deal_2914,GBP,908.57,open
deal_2915,GBP,724.75,lost
deal_2916,EUR,909.22,lost
deal_2917,EUR,118.15,open
deal_2918,USD,90.2,deleted
deal_2919,EUR,802.8,open
deal_2920,GBP,442.99,open
deal_2921,USD,6.7,deleted
deal_2922,EUR,107.2,deleted
deal_2923,EUR,542.98,lost
deal_2924,GBP,47.55,open
deal_2925,USD,441.61,lost
deal_2926,USD,792.75,open
deal_2927,USD,515.2,deleted
deal_2928,USD,865.53,won
deal_2929,GBP,451.8,lost
deal_2930,EUR,23.12,open
deal_2931,USD,635.52,deleted
deal_2932,EUR,809.71,deleted
deal_2933,GBP,45.36,won
deal_2934,EUR,38.98,won
deal_2935,GBP,51.91,deleted
deal_2936,USD,759.57,won
deal_2937,EUR,814.02,won
deal_2938,GBP,357.64,open
deal_2939,GBP,41.0,lost
deal_2940,EUR,59.25,open
deal_2941,EUR,762.58,deleted
deal_2942,USD,489.25,deleted
deal_2943,GBP,760.67,open
deal_2944,USD,284.01,lost
deal_2945,USD,449.49,deleted
deal_2946,GBP,74.72,won
deal_2947,GBP,731.33,open
deal_2948,EUR,37.29,won
deal_2949,EUR,290.52,won
deal_2950,GBP,472.62,open
deal_2951,GBP,720.27,won
deal_2952,USD,305.24,deleted
deal_2953,USD,238.32,open
deal_2954,EUR,180.05,deleted
deal_2955,EUR,794.83,deleted
deal_2956,EUR,191.64,deleted
deal_2957,GBP,771.98,deleted
deal_2958,GBP,439.0,won
deal_2959,GBP,947.48,won
deal_2960,EUR,898.63,open
deal_2961,EUR,753.85,open
deal_2962,EUR,548.69,won
deal_2963,GBP,816.6,deleted
deal_2964,EUR,182.27,won
deal_2965,EUR,595.82,open
deal_2966,EUR,766.69,deleted
deal_2967,USD,959.39,won
deal_2968,GBP,535.88,open
deal_2969,GBP,476.08,deleted
deal_2970,EUR,304.6,lost
deal_2971,GBP,744.99,won
deal_2972,USD,187.66,lost
deal_2973,GBP,557.83,deleted
deal_2974,EUR,242.69,open
deal_2975,USD,429.59,won
deal_2976,GBP,559.3,open
deal_2977,GBP,803.23,deleted
deal_2978,USD,621.31,deleted
deal_2979,GBP,459.88,deleted
deal_2980,EUR,837.59,lost
deal_2981,GBP,451.81,won
deal_2982,USD,310.19,deleted
deal_2983,EUR,246.7,lost
deal_2984,USD,764.34,won
deal_2985,GBP,598.99,lost
deal_2986,USD,233.35,lost
deal_2987,GBP,50.43,open
deal_2988,EUR,404.44,deleted
deal_2989,GBP,863.55,open
deal_2990,USD,974.1,deleted
deal_2991,GBP,364.27,lost
deal_2992,EUR,880.87,won
deal_2993,EUR,390.07,deleted
deal_2994,GBP,505.3,won
deal_2995,USD,848.24,won
deal_2996,GBP,815.39,won
deal_2997,USD,104.36,lost
deal_2998,USD,630.61,lost
deal_2999,USD,115.44,lost
deal_3000,USD,770.76,open
deal_3001,USD,504.43,deleted
deal_3002,USD,724.77,lost
deal_3003,GBP,416.66,lost
deal_3004,GBP,565.19,deleted
deal_3005,USD,481.68,lost
deal_3006,EUR,584.8,deleted
deal_3007,EUR,483.53,won
deal_3008,GBP,625.64,open
deal_3009,USD,365.7,won
deal_3010,EUR,87.1,lost
deal_3011,GBP,450.22,won
deal_3012,GBP,800.17,won
deal_3013,USD,848.73,lost
deal_3014,EUR,436.65,won
deal_3015,USD,154.66,deleted
deal_3016,USD,809.07,deleted
deal_3017,EUR,622.35,deleted
deal_3018,USD,252.66,deleted
deal_3019,EUR,34.43,lost
deal_3020,EUR,799.06,open
deal_3021,GBP,704.67,open
deal_3022,GBP,290.94,lost
deal_3023,USD,70.61,deleted
deal_3024,GBP,443.42,deleted
deal_3025,EUR,10.64,deleted
deal_3026,EUR,872.49,won
deal_3027,GBP,676.51,lost
deal_3028,GBP,750.29,open
deal_3029,GBP,715.09,open
deal_3030,USD,272.32,deleted
deal_3031,USD,81.69,deleted
deal_3032,USD,107.86,open
deal_3033,EUR,458.97,open
deal_3034,GBP,101.68,won
deal_3035,GBP,654.87,deleted
deal_3036,GBP,211.35,lost
deal_3037,USD,499.74,deleted
deal_3038,USD,955.43,won
deal_3039,GBP,93.67,lost
deal_3040,GBP,604.38,lost
deal_3041,EUR,887.93,deleted
deal_3042,USD,604.59,open
deal_3043,USD,341.74,open
deal_3044,USD,711.74,won
deal_3045,GBP,355.23,open
deal_3046,GBP,513.31,open
